model,n_drugs,sampling_steps,gen_per_drug,pearson_mean,pearson_median,mse_mean,mse_median,mae_mean,mae_median
CPFLOW_combined,44,50,16,0.981894097559861,0.9825168384520482,0.16187500310215083,0.14353987574577332,0.30627984418110415,0.2943958342075348
MultiVCDiff_original,44,50,16,0.4636404282745332,0.4505572956168086,2340.6810996315694,1925.997314453125,36.05973430113359,33.94455146789551
